Dataset,PublishTime,StartTime,SettlementDate,SettlementPeriod,FuelType,Generation
FUELHH,2025-02-04T18:30:00Z,2025-02-04T18:00:00Z,2025-02-04,37,COAL,0
FUELHH,2025-02-04T18:30:00Z,2025-02-04T18:00:00Z,2025-02-04,37,INTELEC,0
FUELHH,2025-02-04T18:30:00Z,2025-02-04T18:00:00Z,2025-02-04,37,INTEW,-530
FUELHH,2025-02-04T18:30:00Z,2025-02-04T18:00:00Z,2025-02-04,37,INTFR,-542
FUELHH,2025-02-04T18:30:00Z,2025-02-04T18:00:00Z,2025-02-04,37,INTGRNL,-514
FUELHH,2025-02-04T18:30:00Z,2025-02-04T18:00:00Z,2025-02-04,37,INTIFA2,-842
FUELHH,2025-02-04T18:30:00Z,2025-02-04T18:00:00Z,2025-02-04,37,INTIRL,-450
FUELHH,2025-02-04T18:30:00Z,2025-02-04T18:00:00Z,2025-02-04,37,INTNED,890
FUELHH,2025-02-04T18:30:00Z,2025-02-04T18:00:00Z,2025-02-04,37,INTNEM,-434
FUELHH,2025-02-04T18:30:00Z,2025-02-04T18:00:00Z,2025-02-04,37,INTNSL,1398
FUELHH,2025-02-04T18:30:00Z,2025-02-04T18:00:00Z,2025-02-04,37,INTVKL,1200
FUELHH,2025-02-04T18:30:00Z,2025-02-04T18:00:00Z,2025-02-04,37,NPSHYD,605
FUELHH,2025-02-04T18:30:00Z,2025-02-04T18:00:00Z,2025-02-04,37,NUCLEAR,4156
FUELHH,2025-02-04T18:30:00Z,2025-02-04T18:00:00Z,2025-02-04,37,OCGT,1
FUELHH,2025-02-04T18:30:00Z,2025-02-04T18:00:00Z,2025-02-04,37,OIL,0
FUELHH,2025-02-04T18:30:00Z,2025-02-04T18:00:00Z,2025-02-04,37,OTHER,1018
FUELHH,2025-02-04T18:30:00Z,2025-02-04T18:00:00Z,2025-02-04,37,PS,1554
FUELHH,2025-02-04T18:30:00Z,2025-02-04T18:00:00Z,2025-02-04,37,WIND,14425
FUELHH,2025-02-04T18:00:00Z,2025-02-04T17:30:00Z,2025-02-04,36,BIOMASS,3190
FUELHH,2025-02-04T18:00:00Z,2025-02-04T17:30:00Z,2025-02-04,36,CCGT,15757
FUELHH,2025-02-04T18:00:00Z,2025-02-04T17:30:00Z,2025-02-04,36,COAL,0
FUELHH,2025-02-04T18:00:00Z,2025-02-04T17:30:00Z,2025-02-04,36,INTELEC,0
FUELHH,2025-02-04T18:00:00Z,2025-02-04T17:30:00Z,2025-02-04,36,INTEW,-530
FUELHH,2025-02-04T18:00:00Z,2025-02-04T17:30:00Z,2025-02-04,36,INTFR,-388
FUELHH,2025-02-04T18:00:00Z,2025-02-04T17:30:00Z,2025-02-04,36,INTGRNL,-514
FUELHH,2025-02-04T18:00:00Z,2025-02-04T17:30:00Z,2025-02-04,36,INTIFA2,-970
FUELHH,2025-02-04T18:00:00Z,2025-02-04T17:30:00Z,2025-02-04,36,INTIRL,-450
FUELHH,2025-02-04T18:00:00Z,2025-02-04T17:30:00Z,2025-02-04,36,INTNED,438
FUELHH,2025-02-04T18:00:00Z,2025-02-04T17:30:00Z,2025-02-04,36,INTNEM,-792
FUELHH,2025-02-04T18:00:00Z,2025-02-04T17:30:00Z,2025-02-04,36,INTNSL,1398
FUELHH,2025-02-04T18:00:00Z,2025-02-04T17:30:00Z,2025-02-04,36,INTVKL,972
FUELHH,2025-02-04T18:00:00Z,2025-02-04T17:30:00Z,2025-02-04,36,NPSHYD,573
FUELHH,2025-02-04T18:00:00Z,2025-02-04T17:30:00Z,2025-02-04,36,NUCLEAR,4153
FUELHH,2025-02-04T18:00:00Z,2025-02-04T17:30:00Z,2025-02-04,36,OCGT,1
FUELHH,2025-02-04T18:00:00Z,2025-02-04T17:30:00Z,2025-02-04,36,OIL,0
FUELHH,2025-02-04T18:00:00Z,2025-02-04T17:30:00Z,2025-02-04,36,OTHER,1366
FUELHH,2025-02-04T18:00:00Z,2025-02-04T17:30:00Z,2025-02-04,36,PS,1282
FUELHH,2025-02-04T18:00:00Z,2025-02-04T17:30:00Z,2025-02-04,36,WIND,14215
FUELHH,2025-02-04T17:30:00Z,2025-02-04T17:00:00Z,2025-02-04,35,BIOMASS,3180
FUELHH,2025-02-04T17:30:00Z,2025-02-04T17:00:00Z,2025-02-04,35,CCGT,15331
FUELHH,2025-02-04T17:30:00Z,2025-02-04T17:00:00Z,2025-02-04,35,COAL,0
FUELHH,2025-02-04T17:30:00Z,2025-02-04T17:00:00Z,2025-02-04,35,INTELEC,0
FUELHH,2025-02-04T17:30:00Z,2025-02-04T17:00:00Z,2025-02-04,35,INTEW,-530
FUELHH,2025-02-04T17:30:00Z,2025-02-04T17:00:00Z,2025-02-04,35,INTFR,-358
FUELHH,2025-02-04T17:30:00Z,2025-02-04T17:00:00Z,2025-02-04,35,INTGRNL,-514
FUELHH,2025-02-04T17:30:00Z,2025-02-04T17:00:00Z,2025-02-04,35,INTIFA2,-934
FUELHH,2025-02-04T17:30:00Z,2025-02-04T17:00:00Z,2025-02-04,35,INTIRL,-450
FUELHH,2025-02-04T17:30:00Z,2025-02-04T17:00:00Z,2025-02-04,35,INTNED,396
FUELHH,2025-02-04T17:30:00Z,2025-02-04T17:00:00Z,2025-02-04,35,INTNEM,-798
FUELHH,2025-02-04T17:30:00Z,2025-02-04T17:00:00Z,2025-02-04,35,INTNSL,1398
FUELHH,2025-02-04T17:30:00Z,2025-02-04T17:00:00Z,2025-02-04,35,INTVKL,948
FUELHH,2025-02-04T17:30:00Z,2025-02-04T17:00:00Z,2025-02-04,35,NPSHYD,555
FUELHH,2025-02-04T17:30:00Z,2025-02-04T17:00:00Z,2025-02-04,35,NUCLEAR,4152
FUELHH,2025-02-04T17:30:00Z,2025-02-04T17:00:00Z,2025-02-04,35,OCGT,1
FUELHH,2025-02-04T17:30:00Z,2025-02-04T17:00:00Z,2025-02-04,35,OIL,0
FUELHH,2025-02-04T17:30:00Z,2025-02-04T17:00:00Z,2025-02-04,35,OTHER,1141
FUELHH,2025-02-04T17:30:00Z,2025-02-04T17:00:00Z,2025-02-04,35,PS,1144
FUELHH,2025-02-04T17:30:00Z,2025-02-04T17:00:00Z,2025-02-04,35,WIND,14548
FUELHH,2025-02-04T17:00:00Z,2025-02-04T16:30:00Z,2025-02-04,34,BIOMASS,3185
FUELHH,2025-02-04T17:00:00Z,2025-02-04T16:30:00Z,2025-02-04,34,CCGT,14828
FUELHH,2025-02-04T17:00:00Z,2025-02-04T16:30:00Z,2025-02-04,34,COAL,0
FUELHH,2025-02-04T17:00:00Z,2025-02-04T16:30:00Z,2025-02-04,34,INTELEC,0
FUELHH,2025-02-04T17:00:00Z,2025-02-04T16:30:00Z,2025-02-04,34,INTEW,-530
FUELHH,2025-02-04T17:00:00Z,2025-02-04T16:30:00Z,2025-02-04,34,INTFR,52
FUELHH,2025-02-04T17:00:00Z,2025-02-04T16:30:00Z,2025-02-04,34,INTGRNL,-514
FUELHH,2025-02-04T17:00:00Z,2025-02-04T16:30:00Z,2025-02-04,34,INTIFA2,-48
FUELHH,2025-02-04T17:00:00Z,2025-02-04T16:30:00Z,2025-02-04,34,INTIRL,-450
FUELHH,2025-02-04T17:00:00Z,2025-02-04T16:30:00Z,2025-02-04,34,INTNED,-322
FUELHH,2025-02-04T17:00:00Z,2025-02-04T16:30:00Z,2025-02-04,34,INTNEM,-978
FUELHH,2025-02-04T17:00:00Z,2025-02-04T16:30:00Z,2025-02-04,34,INTNSL,1398
FUELHH,2025-02-04T17:00:00Z,2025-02-04T16:30:00Z,2025-02-04,34,INTVKL,638
FUELHH,2025-02-04T17:00:00Z,2025-02-04T16:30:00Z,2025-02-04,34,NPSHYD,515
FUELHH,2025-02-04T17:00:00Z,2025-02-04T16:30:00Z,2025-02-04,34,NUCLEAR,4157
FUELHH,2025-02-04T17:00:00Z,2025-02-04T16:30:00Z,2025-02-04,34,OCGT,1
FUELHH,2025-02-04T17:00:00Z,2025-02-04T16:30:00Z,2025-02-04,34,OIL,0
FUELHH,2025-02-04T17:00:00Z,2025-02-04T16:30:00Z,2025-02-04,34,OTHER,677
FUELHH,2025-02-04T17:00:00Z,2025-02-04T16:30:00Z,2025-02-04,34,PS,732
FUELHH,2025-02-04T17:00:00Z,2025-02-04T16:30:00Z,2025-02-04,34,WIND,15116
FUELHH,2025-02-04T16:30:00Z,2025-02-04T16:00:00Z,2025-02-04,33,BIOMASS,3186
FUELHH,2025-02-04T16:30:00Z,2025-02-04T16:00:00Z,2025-02-04,33,CCGT,14376
FUELHH,2025-02-04T16:30:00Z,2025-02-04T16:00:00Z,2025-02-04,33,COAL,0
FUELHH,2025-02-04T16:30:00Z,2025-02-04T16:00:00Z,2025-02-04,33,INTELEC,0
FUELHH,2025-02-04T16:30:00Z,2025-02-04T16:00:00Z,2025-02-04,33,INTEW,-456
FUELHH,2025-02-04T16:30:00Z,2025-02-04T16:00:00Z,2025-02-04,33,INTFR,68
FUELHH,2025-02-04T16:30:00Z,2025-02-04T16:00:00Z,2025-02-04,33,INTGRNL,-422
FUELHH,2025-02-04T16:30:00Z,2025-02-04T16:00:00Z,2025-02-04,33,INTIFA2,0
FUELHH,2025-02-04T16:30:00Z,2025-02-04T16:00:00Z,2025-02-04,33,INTIRL,-450
FUELHH,2025-02-04T16:30:00Z,2025-02-04T16:00:00Z,2025-02-04,33,INTNED,-340
FUELHH,2025-02-04T16:30:00Z,2025-02-04T16:00:00Z,2025-02-04,33,INTNEM,-976
FUELHH,2025-02-04T16:30:00Z,2025-02-04T16:00:00Z,2025-02-04,33,INTNSL,1398
FUELHH,2025-02-04T16:30:00Z,2025-02-04T16:00:00Z,2025-02-04,33,INTVKL,630
FUELHH,2025-02-04T16:30:00Z,2025-02-04T16:00:00Z,2025-02-04,33,NPSHYD,485
FUELHH,2025-02-04T16:30:00Z,2025-02-04T16:00:00Z,2025-02-04,33,NUCLEAR,4155
FUELHH,2025-02-04T16:30:00Z,2025-02-04T16:00:00Z,2025-02-04,33,OCGT,4
FUELHH,2025-02-04T16:30:00Z,2025-02-04T16:00:00Z,2025-02-04,33,OIL,0
FUELHH,2025-02-04T16:30:00Z,2025-02-04T16:00:00Z,2025-02-04,33,OTHER,635
FUELHH,2025-02-04T16:30:00Z,2025-02-04T16:00:00Z,2025-02-04,33,PS,248
FUELHH,2025-02-04T16:30:00Z,2025-02-04T16:00:00Z,2025-02-04,33,WIND,15004
FUELHH,2025-02-04T16:00:00Z,2025-02-04T15:30:00Z,2025-02-04,32,BIOMASS,3184
FUELHH,2025-02-04T16:00:00Z,2025-02-04T15:30:00Z,2025-02-04,32,CCGT,13061
FUELHH,2025-02-04T16:00:00Z,2025-02-04T15:30:00Z,2025-02-04,32,COAL,0
FUELHH,2025-02-04T16:00:00Z,2025-02-04T15:30:00Z,2025-02-04,32,INTELEC,0
FUELHH,2025-02-04T16:00:00Z,2025-02-04T15:30:00Z,2025-02-04,32,INTEW,-306
FUELHH,2025-02-04T16:00:00Z,2025-02-04T15:30:00Z,2025-02-04,32,INTFR,200
FUELHH,2025-02-04T16:00:00Z,2025-02-04T15:30:00Z,2025-02-04,32,INTGRNL,-356
FUELHH,2025-02-04T16:00:00Z,2025-02-04T15:30:00Z,2025-02-04,32,INTIFA2,158
FUELHH,2025-02-04T16:00:00Z,2025-02-04T15:30:00Z,2025-02-04,32,INTIRL,-362
FUELHH,2025-02-04T16:00:00Z,2025-02-04T15:30:00Z,2025-02-04,32,INTNED,-266
FUELHH,2025-02-04T16:00:00Z,2025-02-04T15:30:00Z,2025-02-04,32,INTNEM,-672
FUELHH,2025-02-04T16:00:00Z,2025-02-04T15:30:00Z,2025-02-04,32,INTNSL,1398
FUELHH,2025-02-04T16:00:00Z,2025-02-04T15:30:00Z,2025-02-04,32,INTVKL,700
FUELHH,2025-02-04T16:00:00Z,2025-02-04T15:30:00Z,2025-02-04,32,NPSHYD,463
FUELHH,2025-02-04T16:00:00Z,2025-02-04T15:30:00Z,2025-02-04,32,NUCLEAR,4148
FUELHH,2025-02-04T16:00:00Z,2025-02-04T15:30:00Z,2025-02-04,32,OCGT,1
FUELHH,2025-02-04T16:00:00Z,2025-02-04T15:30:00Z,2025-02-04,32,OIL,0
FUELHH,2025-02-04T16:00:00Z,2025-02-04T15:30:00Z,2025-02-04,32,OTHER,406
FUELHH,2025-02-04T16:00:00Z,2025-02-04T15:30:00Z,2025-02-04,32,PS,134
FUELHH,2025-02-04T16:00:00Z,2025-02-04T15:30:00Z,2025-02-04,32,WIND,15090
FUELHH,2025-02-04T15:30:00Z,2025-02-04T15:00:00Z,2025-02-04,31,BIOMASS,3183
FUELHH,2025-02-04T15:30:00Z,2025-02-04T15:00:00Z,2025-02-04,31,CCGT,12103
FUELHH,2025-02-04T15:30:00Z,2025-02-04T15:00:00Z,2025-02-04,31,COAL,0
FUELHH,2025-02-04T15:30:00Z,2025-02-04T15:00:00Z,2025-02-04,31,INTELEC,0
FUELHH,2025-02-04T15:30:00Z,2025-02-04T15:00:00Z,2025-02-04,31,INTEW,-166
FUELHH,2025-02-04T15:30:00Z,2025-02-04T15:00:00Z,2025-02-04,31,INTFR,200
FUELHH,2025-02-04T15:30:00Z,2025-02-04T15:00:00Z,2025-02-04,31,INTGRNL,-380
FUELHH,2025-02-04T15:30:00Z,2025-02-04T15:00:00Z,2025-02-04,31,INTIFA2,156
FUELHH,2025-02-04T15:30:00Z,2025-02-04T15:00:00Z,2025-02-04,31,INTIRL,-224
FUELHH,2025-02-04T15:30:00Z,2025-02-04T15:00:00Z,2025-02-04,31,INTNED,-254
FUELHH,2025-02-04T15:30:00Z,2025-02-04T15:00:00Z,2025-02-04,31,INTNEM,-652
FUELHH,2025-02-04T15:30:00Z,2025-02-04T15:00:00Z,2025-02-04,31,INTNSL,1398
FUELHH,2025-02-04T15:30:00Z,2025-02-04T15:00:00Z,2025-02-04,31,INTVKL,700
FUELHH,2025-02-04T15:30:00Z,2025-02-04T15:00:00Z,2025-02-04,31,NPSHYD,446
FUELHH,2025-02-04T15:30:00Z,2025-02-04T15:00:00Z,2025-02-04,31,NUCLEAR,4131
FUELHH,2025-02-04T15:30:00Z,2025-02-04T15:00:00Z,2025-02-04,31,OCGT,4
FUELHH,2025-02-04T15:30:00Z,2025-02-04T15:00:00Z,2025-02-04,31,OIL,0
FUELHH,2025-02-04T15:30:00Z,2025-02-04T15:00:00Z,2025-02-04,31,OTHER,455
FUELHH,2025-02-04T15:30:00Z,2025-02-04T15:00:00Z,2025-02-04,31,PS,134
FUELHH,2025-02-04T15:30:00Z,2025-02-04T15:00:00Z,2025-02-04,31,WIND,14742
FUELHH,2025-02-04T15:00:00Z,2025-02-04T14:30:00Z,2025-02-04,30,BIOMASS,3181
FUELHH,2025-02-04T15:00:00Z,2025-02-04T14:30:00Z,2025-02-04,30,CCGT,10973
FUELHH,2025-02-04T15:00:00Z,2025-02-04T14:30:00Z,2025-02-04,30,COAL,0
FUELHH,2025-02-04T15:00:00Z,2025-02-04T14:30:00Z,2025-02-04,30,INTELEC,0
FUELHH,2025-02-04T15:00:00Z,2025-02-04T14:30:00Z,2025-02-04,30,INTEW,-28
FUELHH,2025-02-04T15:00:00Z,2025-02-04T14:30:00Z,2025-02-04,30,INTFR,188
FUELHH,2025-02-04T15:00:00Z,2025-02-04T14:30:00Z,2025-02-04,30,INTGRNL,-320
FUELHH,2025-02-04T15:00:00Z,2025-02-04T14:30:00Z,2025-02-04,30,INTIFA2,128
FUELHH,2025-02-04T15:00:00Z,2025-02-04T14:30:00Z,2025-02-04,30,INTIRL,-140
FUELHH,2025-02-04T15:00:00Z,2025-02-04T14:30:00Z,2025-02-04,30,INTNED,202
FUELHH,2025-02-04T15:00:00Z,2025-02-04T14:30:00Z,2025-02-04,30,INTNEM,-18
FUELHH,2025-02-04T15:00:00Z,2025-02-04T14:30:00Z,2025-02-04,30,INTNSL,1398
FUELHH,2025-02-04T15:00:00Z,2025-02-04T14:30:00Z,2025-02-04,30,INTVKL,700
FUELHH,2025-02-04T15:00:00Z,2025-02-04T14:30:00Z,2025-02-04,30,NPSHYD,424
FUELHH,2025-02-04T15:00:00Z,2025-02-04T14:30:00Z,2025-02-04,30,NUCLEAR,4126
FUELHH,2025-02-04T15:00:00Z,2025-02-04T14:30:00Z,2025-02-04,30,OCGT,6
FUELHH,2025-02-04T15:00:00Z,2025-02-04T14:30:00Z,2025-02-04,30,OIL,0
FUELHH,2025-02-04T15:00:00Z,2025-02-04T14:30:00Z,2025-02-04,30,OTHER,397
FUELHH,2025-02-04T15:00:00Z,2025-02-04T14:30:00Z,2025-02-04,30,PS,136
FUELHH,2025-02-04T15:00:00Z,2025-02-04T14:30:00Z,2025-02-04,30,WIND,14927
FUELHH,2025-02-04T14:30:00Z,2025-02-04T14:00:00Z,2025-02-04,29,BIOMASS,3178
FUELHH,2025-02-04T14:30:00Z,2025-02-04T14:00:00Z,2025-02-04,29,CCGT,10266
FUELHH,2025-02-04T14:30:00Z,2025-02-04T14:00:00Z,2025-02-04,29,COAL,0
FUELHH,2025-02-04T14:30:00Z,2025-02-04T14:00:00Z,2025-02-04,29,INTELEC,0
FUELHH,2025-02-04T14:30:00Z,2025-02-04T14:00:00Z,2025-02-04,29,INTEW,0
FUELHH,2025-02-04T14:30:00Z,2025-02-04T14:00:00Z,2025-02-04,29,INTFR,200
FUELHH,2025-02-04T14:30:00Z,2025-02-04T14:00:00Z,2025-02-04,29,INTGRNL,-260
FUELHH,2025-02-04T14:30:00Z,2025-02-04T14:00:00Z,2025-02-04,29,INTIFA2,134
FUELHH,2025-02-04T14:30:00Z,2025-02-04T14:00:00Z,2025-02-04,29,INTIRL,-36
FUELHH,2025-02-04T14:30:00Z,2025-02-04T14:00:00Z,2025-02-04,29,INTNED,212
FUELHH,2025-02-04T14:30:00Z,2025-02-04T14:00:00Z,2025-02-04,29,INTNEM,0
FUELHH,2025-02-04T14:30:00Z,2025-02-04T14:00:00Z,2025-02-04,29,INTNSL,1398
FUELHH,2025-02-04T14:30:00Z,2025-02-04T14:00:00Z,2025-02-04,29,INTVKL,700
FUELHH,2025-02-04T14:30:00Z,2025-02-04T14:00:00Z,2025-02-04,29,NPSHYD,414
FUELHH,2025-02-04T14:30:00Z,2025-02-04T14:00:00Z,2025-02-04,29,NUCLEAR,4227
FUELHH,2025-02-04T14:30:00Z,2025-02-04T14:00:00Z,2025-02-04,29,OCGT,1
FUELHH,2025-02-04T14:30:00Z,2025-02-04T14:00:00Z,2025-02-04,29,OIL,0
FUELHH,2025-02-04T14:30:00Z,2025-02-04T14:00:00Z,2025-02-04,29,OTHER,526
FUELHH,2025-02-04T14:30:00Z,2025-02-04T14:00:00Z,2025-02-04,29,PS,162
FUELHH,2025-02-04T14:30:00Z,2025-02-04T14:00:00Z,2025-02-04,29,WIND,14714
FUELHH,2025-02-04T14:00:00Z,2025-02-04T13:30:00Z,2025-02-04,28,BIOMASS,3179
FUELHH,2025-02-04T14:00:00Z,2025-02-04T13:30:00Z,2025-02-04,28,CCGT,9376
FUELHH,2025-02-04T14:00:00Z,2025-02-04T13:30:00Z,2025-02-04,28,COAL,0
FUELHH,2025-02-04T14:00:00Z,2025-02-04T13:30:00Z,2025-02-04,28,INTELEC,0
FUELHH,2025-02-04T14:00:00Z,2025-02-04T13:30:00Z,2025-02-04,28,INTEW,0
FUELHH,2025-02-04T14:00:00Z,2025-02-04T13:30:00Z,2025-02-04,28,INTFR,602
FUELHH,2025-02-04T14:00:00Z,2025-02-04T13:30:00Z,2025-02-04,28,INTGRNL,-204
FUELHH,2025-02-04T14:00:00Z,2025-02-04T13:30:00Z,2025-02-04,28,INTIFA2,300
FUELHH,2025-02-04T14:00:00Z,2025-02-04T13:30:00Z,2025-02-04,28,INTIRL,0
FUELHH,2025-02-04T14:00:00Z,2025-02-04T13:30:00Z,2025-02-04,28,INTNED,424
FUELHH,2025-02-04T14:00:00Z,2025-02-04T13:30:00Z,2025-02-04,28,INTNEM,74
FUELHH,2025-02-04T14:00:00Z,2025-02-04T13:30:00Z,2025-02-04,28,INTNSL,1398
FUELHH,2025-02-04T14:00:00Z,2025-02-04T13:30:00Z,2025-02-04,28,INTVKL,700
FUELHH,2025-02-04T14:00:00Z,2025-02-04T13:30:00Z,2025-02-04,28,NPSHYD,469
FUELHH,2025-02-04T14:00:00Z,2025-02-04T13:30:00Z,2025-02-04,28,NUCLEAR,4252
FUELHH,2025-02-04T14:00:00Z,2025-02-04T13:30:00Z,2025-02-04,28,OCGT,0
FUELHH,2025-02-04T14:00:00Z,2025-02-04T13:30:00Z,2025-02-04,28,OIL,0
FUELHH,2025-02-04T14:00:00Z,2025-02-04T13:30:00Z,2025-02-04,28,OTHER,477
FUELHH,2025-02-04T14:00:00Z,2025-02-04T13:30:00Z,2025-02-04,28,PS,324
FUELHH,2025-02-04T14:00:00Z,2025-02-04T13:30:00Z,2025-02-04,28,WIND,14622
FUELHH,2025-02-04T13:30:00Z,2025-02-04T13:00:00Z,2025-02-04,27,BIOMASS,3189
FUELHH,2025-02-04T13:30:00Z,2025-02-04T13:00:00Z,2025-02-04,27,CCGT,10295
FUELHH,2025-02-04T13:30:00Z,2025-02-04T13:00:00Z,2025-02-04,27,COAL,0
FUELHH,2025-02-04T13:30:00Z,2025-02-04T13:00:00Z,2025-02-04,27,INTELEC,0
FUELHH,2025-02-04T13:30:00Z,2025-02-04T13:00:00Z,2025-02-04,27,INTEW,0
FUELHH,2025-02-04T13:30:00Z,2025-02-04T13:00:00Z,2025-02-04,27,INTFR,620
FUELHH,2025-02-04T13:30:00Z,2025-02-04T13:00:00Z,2025-02-04,27,INTGRNL,-100
FUELHH,2025-02-04T13:30:00Z,2025-02-04T13:00:00Z,2025-02-04,27,INTIFA2,308
FUELHH,2025-02-04T13:30:00Z,2025-02-04T13:00:00Z,2025-02-04,27,INTIRL,0
FUELHH,2025-02-04T13:30:00Z,2025-02-04T13:00:00Z,2025-02-04,27,INTNED,388
FUELHH,2025-02-04T13:30:00Z,2025-02-04T13:00:00Z,2025-02-04,27,INTNEM,74
FUELHH,2025-02-04T13:30:00Z,2025-02-04T13:00:00Z,2025-02-04,27,INTNSL,1398
FUELHH,2025-02-04T13:30:00Z,2025-02-04T13:00:00Z,2025-02-04,27,INTVKL,704
FUELHH,2025-02-04T13:30:00Z,2025-02-04T13:00:00Z,2025-02-04,27,NPSHYD,428
FUELHH,2025-02-04T13:30:00Z,2025-02-04T13:00:00Z,2025-02-04,27,NUCLEAR,4265
FUELHH,2025-02-04T13:30:00Z,2025-02-04T13:00:00Z,2025-02-04,27,OCGT,0
FUELHH,2025-02-04T13:30:00Z,2025-02-04T13:00:00Z,2025-02-04,27,OIL,0
FUELHH,2025-02-04T13:30:00Z,2025-02-04T13:00:00Z,2025-02-04,27,OTHER,650
FUELHH,2025-02-04T13:30:00Z,2025-02-04T13:00:00Z,2025-02-04,27,PS,240
FUELHH,2025-02-04T13:30:00Z,2025-02-04T13:00:00Z,2025-02-04,27,WIND,13832
FUELHH,2025-02-04T13:00:00Z,2025-02-04T12:30:00Z,2025-02-04,26,BIOMASS,3198
FUELHH,2025-02-04T13:00:00Z,2025-02-04T12:30:00Z,2025-02-04,26,CCGT,9972
FUELHH,2025-02-04T13:00:00Z,2025-02-04T12:30:00Z,2025-02-04,26,COAL,0
FUELHH,2025-02-04T13:00:00Z,2025-02-04T12:30:00Z,2025-02-04,26,INTELEC,0
FUELHH,2025-02-04T13:00:00Z,2025-02-04T12:30:00Z,2025-02-04,26,INTEW,0
FUELHH,2025-02-04T13:00:00Z,2025-02-04T12:30:00Z,2025-02-04,26,INTFR,806
FUELHH,2025-02-04T13:00:00Z,2025-02-04T12:30:00Z,2025-02-04,26,INTGRNL,-102
FUELHH,2025-02-04T13:00:00Z,2025-02-04T12:30:00Z,2025-02-04,26,INTIFA2,322
FUELHH,2025-02-04T13:00:00Z,2025-02-04T12:30:00Z,2025-02-04,26,INTIRL,0
FUELHH,2025-02-04T13:00:00Z,2025-02-04T12:30:00Z,2025-02-04,26,INTNED,-106
FUELHH,2025-02-04T13:00:00Z,2025-02-04T12:30:00Z,2025-02-04,26,INTNEM,0
FUELHH,2025-02-04T13:00:00Z,2025-02-04T12:30:00Z,2025-02-04,26,INTNSL,1398
FUELHH,2025-02-04T13:00:00Z,2025-02-04T12:30:00Z,2025-02-04,26,INTVKL,794
FUELHH,2025-02-04T13:00:00Z,2025-02-04T12:30:00Z,2025-02-04,26,NPSHYD,404
FUELHH,2025-02-04T13:00:00Z,2025-02-04T12:30:00Z,2025-02-04,26,NUCLEAR,4259
FUELHH,2025-02-04T13:00:00Z,2025-02-04T12:30:00Z,2025-02-04,26,OCGT,0
FUELHH,2025-02-04T13:00:00Z,2025-02-04T12:30:00Z,2025-02-04,26,OIL,0
FUELHH,2025-02-04T13:00:00Z,2025-02-04T12:30:00Z,2025-02-04,26,OTHER,573
FUELHH,2025-02-04T13:00:00Z,2025-02-04T12:30:00Z,2025-02-04,26,PS,470
FUELHH,2025-02-04T13:00:00Z,2025-02-04T12:30:00Z,2025-02-04,26,WIND,13706
FUELHH,2025-02-04T12:30:00Z,2025-02-04T12:00:00Z,2025-02-04,25,BIOMASS,3197
FUELHH,2025-02-04T12:30:00Z,2025-02-04T12:00:00Z,2025-02-04,25,CCGT,9489
FUELHH,2025-02-04T12:30:00Z,2025-02-04T12:00:00Z,2025-02-04,25,COAL,0
FUELHH,2025-02-04T12:30:00Z,2025-02-04T12:00:00Z,2025-02-04,25,INTELEC,0
FUELHH,2025-02-04T12:30:00Z,2025-02-04T12:00:00Z,2025-02-04,25,INTEW,0
FUELHH,2025-02-04T12:30:00Z,2025-02-04T12:00:00Z,2025-02-04,25,INTFR,796
FUELHH,2025-02-04T12:30:00Z,2025-02-04T12:00:00Z,2025-02-04,25,INTGRNL,-154
FUELHH,2025-02-04T12:30:00Z,2025-02-04T12:00:00Z,2025-02-04,25,INTIFA2,312
FUELHH,2025-02-04T12:30:00Z,2025-02-04T12:00:00Z,2025-02-04,25,INTIRL,0
FUELHH,2025-02-04T12:30:00Z,2025-02-04T12:00:00Z,2025-02-04,25,INTNED,-106
FUELHH,2025-02-04T12:30:00Z,2025-02-04T12:00:00Z,2025-02-04,25,INTNEM,0
FUELHH,2025-02-04T12:30:00Z,2025-02-04T12:00:00Z,2025-02-04,25,INTNSL,1398
FUELHH,2025-02-04T12:30:00Z,2025-02-04T12:00:00Z,2025-02-04,25,INTVKL,804
FUELHH,2025-02-04T12:30:00Z,2025-02-04T12:00:00Z,2025-02-04,25,NPSHYD,391
FUELHH,2025-02-04T12:30:00Z,2025-02-04T12:00:00Z,2025-02-04,25,NUCLEAR,4286
FUELHH,2025-02-04T12:30:00Z,2025-02-04T12:00:00Z,2025-02-04,25,OCGT,1
FUELHH,2025-02-04T12:30:00Z,2025-02-04T12:00:00Z,2025-02-04,25,OIL,0
FUELHH,2025-02-04T12:30:00Z,2025-02-04T12:00:00Z,2025-02-04,25,OTHER,413
FUELHH,2025-02-04T12:30:00Z,2025-02-04T12:00:00Z,2025-02-04,25,PS,296
FUELHH,2025-02-04T12:30:00Z,2025-02-04T12:00:00Z,2025-02-04,25,WIND,15061
FUELHH,2025-02-04T12:00:00Z,2025-02-04T11:30:00Z,2025-02-04,24,BIOMASS,3196
FUELHH,2025-02-04T12:00:00Z,2025-02-04T11:30:00Z,2025-02-04,24,CCGT,9451
FUELHH,2025-02-04T12:00:00Z,2025-02-04T11:30:00Z,2025-02-04,24,COAL,0
FUELHH,2025-02-04T12:00:00Z,2025-02-04T11:30:00Z,2025-02-04,24,INTELEC,0
FUELHH,2025-02-04T12:00:00Z,2025-02-04T11:30:00Z,2025-02-04,24,INTEW,8
